Time,THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
11:50:00,1.734436E+03,6.495469E+02,8.951423E-02,6.364613E-02,6.639766E+03,3.395576E+03,3.426281E-01,3.327598E-01,2.820064E+03,8.178974E+02,1.453254E-01,8.023659E-02,7.847671E+02,2.430967E+03,4.050203E-02,2.387125E-01,1.211503E+04,7.156016E+03,6.252752E-01,7.012892E-01
12:00:00,1.734430E+03,6.566719E+02,8.951389E-02,6.434424E-02,6.639757E+03,3.361225E+03,3.426276E-01,3.293931E-01,2.820063E+03,8.338653E+02,1.453253E-01,8.180383E-02,7.847640E+02,2.450550E+03,4.050187E-02,2.406357E-01,1.211501E+04,7.229929E+03,6.252745E-01,7.085322E-01
12:10:00,1.734423E+03,6.636899E+02,8.951359E-02,6.503185E-02,6.639749E+03,3.324402E+03,3.426272E-01,3.257842E-01,2.820061E+03,8.492255E+02,1.453252E-01,8.331138E-02,7.847611E+02,2.469414E+03,4.050172E-02,2.424882E-01,1.211500E+04,7.305299E+03,6.252738E-01,7.159180E-01
12:20:00,1.734418E+03,6.706047E+02,8.951330E-02,6.570936E-02,6.639741E+03,3.286280E+03,3.426268E-01,3.220481E-01,2.820060E+03,8.639869E+02,1.453251E-01,8.476019E-02,7.847584E+02,2.487569E+03,4.050158E-02,2.442711E-01,1.211499E+04,7.382703E+03,6.252731E-01,7.235033E-01
12:30:00,1.734413E+03,6.774295E+02,8.951304E-02,6.637804E-02,6.639733E+03,3.248098E+03,3.426264E-01,3.183062E-01,2.820058E+03,8.781654E+02,1.453250E-01,8.615183E-02,7.847560E+02,2.505031E+03,4.050146E-02,2.459860E-01,1.211497E+04,7.462287E+03,6.252725E-01,7.313022E-01
12:40:00,1.734408E+03,6.841820E+02,8.951280E-02,6.703965E-02,6.639727E+03,3.211081E+03,3.426260E-01,3.146786E-01,2.820057E+03,8.917786E+02,1.453250E-01,8.748799E-02,7.847538E+02,2.521822E+03,4.050134E-02,2.476350E-01,1.211496E+04,7.543592E+03,6.252719E-01,7.392699E-01
12:50:00,1.734404E+03,6.908827E+02,8.951258E-02,6.769618E-02,6.639720E+03,3.176290E+03,3.426257E-01,3.112691E-01,2.820056E+03,9.048449E+02,1.453249E-01,8.877049E-02,7.847518E+02,2.537964E+03,4.050124E-02,2.492203E-01,1.211495E+04,7.625314E+03,6.252714E-01,7.472785E-01
13:00:00,1.734400E+03,6.975536E+02,8.951238E-02,6.834979E-02,6.639714E+03,3.144575E+03,3.426254E-01,3.081612E-01,2.820055E+03,9.173826E+02,1.453249E-01,9.000110E-02,7.847499E+02,2.553479E+03,4.050114E-02,2.507440E-01,1.211494E+04,7.706687E+03,6.252709E-01,7.552529E-01
13:10:00,1.734396E+03,7.041602E+02,8.951219E-02,6.899711E-02,6.639708E+03,3.115983E+03,3.426251E-01,3.053594E-01,2.820054E+03,9.291765E+02,1.453248E-01,9.115872E-02,7.847481E+02,2.568114E+03,4.050105E-02,2.521813E-01,1.211494E+04,7.787275E+03,6.252705E-01,7.631503E-01
13:20:00,1.734393E+03,7.107243E+02,8.951202E-02,6.964025E-02,6.639703E+03,3.090759E+03,3.426248E-01,3.028877E-01,2.820053E+03,9.402422E+02,1.453248E-01,9.224486E-02,7.847465E+02,2.581889E+03,4.050097E-02,2.535341E-01,1.211493E+04,7.868284E+03,6.252701E-01,7.710891E-01
13:30:00,1.734389E+03,7.172660E+02,8.951186E-02,7.028121E-02,6.639697E+03,3.069086E+03,3.426245E-01,3.007641E-01,2.820052E+03,9.505938E+02,1.453247E-01,9.326089E-02,7.847450E+02,2.594821E+03,4.050089E-02,2.548041E-01,1.211492E+04,7.950587E+03,6.252697E-01,7.791546E-01
13:40:00,1.734386E+03,7.238048E+02,8.951171E-02,7.092187E-02,6.639692E+03,3.051384E+03,3.426243E-01,2.990296E-01,2.820051E+03,9.602454E+02,1.453247E-01,9.420822E-02,7.847436E+02,2.606928E+03,4.050082E-02,2.559930E-01,1.211491E+04,8.034442E+03,6.252693E-01,7.873723E-01
13:50:00,1.734384E+03,7.303577E+02,8.951158E-02,7.156393E-02,6.639688E+03,3.036194E+03,3.426240E-01,2.975415E-01,2.820050E+03,9.692108E+02,1.453246E-01,9.508818E-02,7.847423E+02,2.618226E+03,4.050075E-02,2.571024E-01,1.211491E+04,8.120203E+03,6.252689E-01,7.957767E-01
14:00:00,1.734381E+03,7.369386E+02,8.951145E-02,7.220873E-02,6.639683E+03,3.023267E+03,3.426238E-01,2.962750E-01,2.820050E+03,9.775027E+02,1.453246E-01,9.590203E-02,7.847411E+02,2.628729E+03,4.050069E-02,2.581337E-01,1.211490E+04,8.207837E+03,6.252686E-01,8.043647E-01
14:10:00,1.734379E+03,7.434439E+02,8.951133E-02,7.284613E-02,6.639679E+03,3.011505E+03,3.426236E-01,2.951227E-01,2.820049E+03,9.846676E+02,1.453246E-01,9.660528E-02,7.847400E+02,2.637902E+03,4.050063E-02,2.590344E-01,1.211489E+04,8.294176E+03,6.252683E-01,8.128258E-01
14:20:00,1.734377E+03,7.498801E+02,8.951122E-02,7.347674E-02,6.639675E+03,3.000302E+03,3.426234E-01,2.940251E-01,2.820048E+03,9.907157E+02,1.453245E-01,9.719887E-02,7.847390E+02,2.645755E+03,4.050058E-02,2.598054E-01,1.211489E+04,8.377146E+03,6.252680E-01,8.209568E-01
14:30:00,1.734375E+03,7.562481E+02,8.951112E-02,7.410069E-02,6.639671E+03,2.989032E+03,3.426232E-01,2.929208E-01,2.820048E+03,9.956531E+02,1.453245E-01,9.768341E-02,7.847380E+02,2.652293E+03,4.050053E-02,2.604471E-01,1.211488E+04,8.455152E+03,6.252677E-01,8.286011E-01
14:40:00,1.734373E+03,7.625443E+02,8.951102E-02,7.471760E-02,6.639668E+03,2.976656E+03,3.426230E-01,2.917080E-01,2.820047E+03,9.994833E+02,1.453245E-01,9.805926E-02,7.847371E+02,2.657514E+03,4.050048E-02,2.609594E-01,1.211488E+04,8.526983E+03,6.252674E-01,8.356402E-01
14:50:00,1.734371E+03,7.687505E+02,8.951093E-02,7.532569E-02,6.639664E+03,2.963868E+03,3.426228E-01,2.904548E-01,2.820046E+03,1.002205E+03,1.453244E-01,9.832628E-02,7.847363E+02,2.661410E+03,4.050044E-02,2.613415E-01,1.211487E+04,8.591252E+03,6.252671E-01,8.419381E-01
15:00:00,1.734369E+03,7.748554E+02,8.951085E-02,7.592385E-02,6.639661E+03,2.950155E+03,3.426226E-01,2.891108E-01,2.820046E+03,1.003817E+03,1.453244E-01,9.848440E-02,7.847355E+02,2.663973E+03,4.050040E-02,2.615926E-01,1.211487E+04,8.647085E+03,6.252669E-01,8.474091E-01
15:10:00,1.734368E+03,7.807882E+02,8.951077E-02,7.650515E-02,6.639658E+03,2.934644E+03,3.426225E-01,2.875907E-01,2.820045E+03,1.004084E+03,1.453244E-01,9.851048E-02,7.847347E+02,2.664916E+03,4.050036E-02,2.616846E-01,1.211486E+04,8.692885E+03,6.252666E-01,8.518970E-01
15:20:00,1.734366E+03,7.865291E+02,8.951070E-02,7.706765E-02,6.639655E+03,2.917117E+03,3.426223E-01,2.858730E-01,2.820045E+03,1.003002E+03,1.453244E-01,9.840410E-02,7.847340E+02,2.664223E+03,4.050032E-02,2.616158E-01,1.211486E+04,8.727803E+03,6.252664E-01,8.553183E-01
15:30:00,1.734365E+03,7.920530E+02,8.951063E-02,7.760888E-02,6.639652E+03,2.897307E+03,3.426222E-01,2.839315E-01,2.820045E+03,1.000565E+03,1.453243E-01,9.816475E-02,7.847334E+02,2.661874E+03,4.050029E-02,2.613844E-01,1.211485E+04,8.751291E+03,6.252662E-01,8.576194E-01
15:40:00,1.734364E+03,7.973307E+02,8.951056E-02,7.812600E-02,6.639649E+03,2.875035E+03,3.426220E-01,2.817488E-01,2.820044E+03,9.967681E+02,1.453243E-01,9.779186E-02,7.847328E+02,2.657850E+03,4.050026E-02,2.609883E-01,1.211485E+04,8.762800E+03,6.252660E-01,8.587466E-01
15:50:00,1.734363E+03,8.023392E+02,8.951050E-02,7.861674E-02,6.639646E+03,2.850231E+03,3.426219E-01,2.793179E-01,2.820044E+03,9.916075E+02,1.453243E-01,9.728512E-02,7.847322E+02,2.652130E+03,4.050023E-02,2.604257E-01,1.211484E+04,8.761974E+03,6.252658E-01,8.586648E-01
16:00:00,1.734362E+03,8.070429E+02,8.951044E-02,7.907760E-02,6.639644E+03,2.822728E+03,3.426217E-01,2.766225E-01,2.820043E+03,9.850774E+02,1.453243E-01,9.664395E-02,7.847316E+02,2.644693E+03,4.050020E-02,2.596944E-01,1.211484E+04,8.748479E+03,6.252656E-01,8.573414E-01
16:10:00,1.734360E+03,8.116407E+02,8.951039E-02,7.952809E-02,6.639641E+03,2.793935E+03,3.426216E-01,2.738007E-01,2.820043E+03,9.781077E+02,1.453243E-01,9.595959E-02,7.847311E+02,2.636616E+03,4.050017E-02,2.589001E-01,1.211484E+04,8.725446E+03,6.252654E-01,8.550834E-01
16:20:00,1.734359E+03,8.160936E+02,8.951034E-02,7.996438E-02,6.639639E+03,2.763721E+03,3.426215E-01,2.708396E-01,2.820043E+03,9.706918E+02,1.453242E-01,9.523148E-02,7.847306E+02,2.627874E+03,4.050015E-02,2.580407E-01,1.211483E+04,8.693101E+03,6.252652E-01,8.519129E-01
16:30:00,1.734359E+03,8.203634E+02,8.951029E-02,8.038273E-02,6.639636E+03,2.731939E+03,3.426214E-01,2.677249E-01,2.820042E+03,9.628260E+02,1.453242E-01,9.445923E-02,7.847302E+02,2.618449E+03,4.050013E-02,2.571142E-01,1.211483E+04,8.651519E+03,6.252651E-01,8.478371E-01
16:40:00,1.734358E+03,8.244144E+02,8.951024E-02,8.077965E-02,6.639634E+03,2.698421E+03,3.426213E-01,2.644401E-01,2.820042E+03,9.545065E+02,1.453242E-01,9.364248E-02,7.847298E+02,2.608323E+03,4.050010E-02,2.561189E-01,1.211483E+04,8.600792E+03,6.252649E-01,8.428652E-01
16:50:00,1.734357E+03,8.282120E+02,8.951020E-02,8.115174E-02,6.639632E+03,2.662962E+03,3.426212E-01,2.609650E-01,2.820042E+03,9.457296E+02,1.453242E-01,9.278083E-02,7.847293E+02,2.597479E+03,4.050008E-02,2.550531E-01,1.211482E+04,8.541024E+03,6.252647E-01,8.370073E-01
17:00:00,1.734356E+03,8.317215E+02,8.951016E-02,8.149560E-02,6.639630E+03,2.624486E+03,3.426211E-01,2.571944E-01,2.820041E+03,9.364910E+02,1.453242E-01,9.187386E-02,7.847290E+02,2.585903E+03,4.050006E-02,2.539153E-01,1.211482E+04,8.469815E+03,6.252646E-01,8.300283E-01
17:10:00,1.734355E+03,8.348945E+02,8.951012E-02,8.180648E-02,6.639628E+03,2.583392E+03,3.426209E-01,2.531671E-01,2.820041E+03,9.267772E+02,1.453242E-01,9.092026E-02,7.847286E+02,2.573569E+03,4.050004E-02,2.527032E-01,1.211482E+04,8.388452E+03,6.252645E-01,8.220542E-01
17:20:00,1.734355E+03,8.376914E+02,8.951008E-02,8.208052E-02,6.639626E+03,2.539834E+03,3.426209E-01,2.488984E-01,2.820041E+03,9.165776E+02,1.453241E-01,8.991898E-02,7.847282E+02,2.560460E+03,4.050002E-02,2.514150E-01,1.211482E+04,8.297689E+03,6.252643E-01,8.131589E-01
17:30:00,1.734354E+03,8.400751E+02,8.951005E-02,8.231406E-02,6.639624E+03,2.493841E+03,3.426208E-01,2.443910E-01,2.820040E+03,9.058812E+02,1.453241E-01,8.886895E-02,7.847279E+02,2.546558E+03,4.050001E-02,2.500490E-01,1.211481E+04,8.198027E+03,6.252642E-01,8.033915E-01
17:40:00,1.734353E+03,8.420093E+02,8.951002E-02,8.250356E-02,6.639623E+03,2.445437E+03,3.426207E-01,2.396473E-01,2.820040E+03,8.946765E+02,1.453241E-01,8.776905E-02,7.847276E+02,2.531850E+03,4.049999E-02,2.486038E-01,1.211481E+04,8.089979E+03,6.252641E-01,7.928024E-01
17:50:00,1.734353E+03,8.434600E+02,8.950998E-02,8.264569E-02,6.639621E+03,2.394666E+03,3.426206E-01,2.346717E-01,2.820040E+03,8.829522E+02,1.453241E-01,8.661815E-02,7.847273E+02,2.516323E+03,4.049998E-02,2.470781E-01,1.211481E+04,7.973668E+03,6.252639E-01,7.814035E-01
18:00:00,1.734352E+03,8.443955E+02,8.950995E-02,8.273733E-02,6.639619E+03,2.342515E+03,3.426205E-01,2.295608E-01,2.820040E+03,8.706962E+02,1.453241E-01,8.541507E-02,7.847270E+02,2.499967E+03,4.049996E-02,2.454709E-01,1.211481E+04,7.851763E+03,6.252638E-01,7.694564E-01
18:10:00,1.801329E+03,8.446130E+02,9.296664E-02,8.275862E-02,6.775084E+03,2.287513E+03,3.496108E-01,2.241706E-01,2.850470E+03,8.571778E+02,1.468923E-01,8.408815E-02,8.241710E+02,2.481926E+03,4.253568E-02,2.436985E-01,1.255304E+04,7.721492E+03,6.478819E-01,7.566896E-01
18:20:00,1.868460E+03,8.440889E+02,9.643094E-02,8.270724E-02,6.910652E+03,2.229394E+03,3.566052E-01,2.184748E-01,2.880926E+03,8.423845E+02,1.484604E-01,8.263608E-02,8.636291E+02,2.462196E+03,4.457196E-02,2.417600E-01,1.299151E+04,7.583261E+03,6.705106E-01,7.431428E-01
18:30:00,1.935542E+03,8.427977E+02,9.989267E-02,8.258070E-02,7.046321E+03,2.167764E+03,3.636029E-01,2.124350E-01,2.911380E+03,8.262977E+02,1.500280E-01,8.105706E-02,9.031127E+02,2.440764E+03,4.660919E-02,2.396544E-01,1.343032E+04,7.432252E+03,6.931549E-01,7.283438E-01
18:40:00,2.002660E+03,8.407093E+02,1.033562E-01,8.237603E-02,7.182103E+03,2.102827E+03,3.706043E-01,2.060711E-01,2.941840E+03,8.088931E+02,1.515955E-01,7.934873E-02,9.426242E+02,2.417617E+03,4.864740E-02,2.373802E-01,1.386957E+04,7.268977E+03,7.158187E-01,7.123426E-01
18:50:00,2.069800E+03,8.377905E+02,1.068208E-01,8.209000E-02,7.317947E+03,2.034700E+03,3.776074E-01,1.993946E-01,2.972303E+03,7.901410E+02,1.531632E-01,7.750817E-02,9.821538E+02,2.392733E+03,5.068622E-02,2.349355E-01,1.430916E+04,7.093349E+03,7.384965E-01,6.951308E-01
19:00:00,2.136957E+03,8.340088E+02,1.102862E-01,8.171943E-02,7.453822E+03,1.963418E+03,3.846114E-01,1.924089E-01,3.002770E+03,7.700085E+02,1.547309E-01,7.553215E-02,1.021696E+03,2.366094E+03,5.272550E-02,2.323184E-01,1.474897E+04,6.903584E+03,7.611842E-01,6.765333E-01
19:10:00,2.137153E+03,8.298615E+02,1.102957E-01,8.131303E-02,7.454251E+03,1.892499E+03,3.846258E-01,1.854588E-01,3.002807E+03,7.506192E+02,1.547307E-01,7.362899E-02,1.021804E+03,2.340221E+03,5.272947E-02,2.297765E-01,1.475072E+04,6.708517E+03,7.612609E-01,6.574161E-01
19:20:00,2.137208E+03,8.253244E+02,1.102983E-01,8.086843E-02,7.454592E+03,1.822346E+03,3.846370E-01,1.785837E-01,3.002823E+03,7.319408E+02,1.547305E-01,7.179572E-02,1.021905E+03,2.315104E+03,5.273328E-02,2.273091E-01,1.475235E+04,6.511803E+03,7.613322E-01,6.381375E-01
19:30:00,2.137325E+03,8.203869E+02,1.103040E-01,8.038460E-02,7.454848E+03,1.754637E+03,3.846456E-01,1.719483E-01,3.002842E+03,7.139537E+02,1.547311E-01,7.003039E-02,1.021989E+03,2.290749E+03,5.273649E-02,2.249168E-01,1.475374E+04,6.323909E+03,7.613922E-01,6.197234E-01
19:40:00,2.137416E+03,8.150567E+02,1.103084E-01,7.986230E-02,7.455003E+03,1.689966E+03,3.846512E-01,1.656106E-01,3.002857E+03,6.966486E+02,1.547318E-01,6.833202E-02,1.022050E+03,2.267177E+03,5.273903E-02,2.226014E-01,1.475476E+04,6.147587E+03,7.614361E-01,6.024435E-01
19:50:00,2.137496E+03,8.093621E+02,1.103123E-01,7.930429E-02,7.455108E+03,1.628762E+03,3.846556E-01,1.596126E-01,3.002871E+03,6.800295E+02,1.547325E-01,6.670101E-02,1.022099E+03,2.244426E+03,5.274125E-02,2.203668E-01,1.475550E+04,5.985490E+03,7.614686E-01,5.865578E-01
20:00:00,2.137567E+03,8.033452E+02,1.103158E-01,7.871471E-02,7.455191E+03,1.571484E+03,3.846597E-01,1.539995E-01,3.002884E+03,6.641101E+02,1.547331E-01,6.513871E-02,1.022140E+03,2.222547E+03,5.274323E-02,2.182179E-01,1.475606E+04,5.841472E+03,7.614933E-01,5.724443E-01
20:10:00,2.137630E+03,7.969402E+02,1.103189E-01,7.808710E-02,7.455263E+03,1.517537E+03,3.846633E-01,1.487128E-01,3.002895E+03,6.484326E+02,1.547337E-01,6.360019E-02,1.022175E+03,2.201034E+03,5.274500E-02,2.161050E-01,1.475649E+04,5.713456E+03,7.615125E-01,5.598990E-01
20:20:00,2.137687E+03,7.902024E+02,1.103216E-01,7.742687E-02,7.455327E+03,1.467176E+03,3.846665E-01,1.437776E-01,3.002906E+03,6.330206E+02,1.547342E-01,6.208774E-02,1.022206E+03,2.179945E+03,5.274656E-02,2.140337E-01,1.475682E+04,5.598730E+03,7.615278E-01,5.486564E-01
20:30:00,2.137737E+03,7.831854E+02,1.103241E-01,7.673929E-02,7.455383E+03,1.419542E+03,3.846694E-01,1.391096E-01,3.002916E+03,6.178955E+02,1.547347E-01,6.060346E-02,1.022232E+03,2.159333E+03,5.274793E-02,2.120094E-01,1.475708E+04,5.492939E+03,7.615399E-01,5.382895E-01
20:40:00,2.137782E+03,7.759347E+02,1.103263E-01,7.602882E-02,7.455432E+03,1.374250E+03,3.846719E-01,1.346712E-01,3.002925E+03,6.030736E+02,1.547352E-01,5.914895E-02,1.022256E+03,2.139240E+03,5.274913E-02,2.100360E-01,1.475729E+04,5.393921E+03,7.615496E-01,5.285862E-01
20:50:00,2.137823E+03,7.684838E+02,1.103283E-01,7.529873E-02,7.455476E+03,1.331135E+03,3.846741E-01,1.304460E-01,3.002933E+03,5.885632E+02,1.547356E-01,5.772504E-02,1.022277E+03,2.119695E+03,5.275020E-02,2.081165E-01,1.475745E+04,5.300472E+03,7.615574E-01,5.194287E-01
21:00:00,2.137858E+03,7.608569E+02,1.103301E-01,7.455139E-02,7.455515E+03,1.290098E+03,3.846761E-01,1.264245E-01,3.002941E+03,5.743675E+02,1.547360E-01,5.633202E-02,1.022295E+03,2.100713E+03,5.275115E-02,2.062523E-01,1.475759E+04,5.211759E+03,7.615638E-01,5.107354E-01
21:10:00,2.137890E+03,7.529535E+02,1.103317E-01,7.377696E-02,7.455551E+03,1.250461E+03,3.846780E-01,1.225402E-01,3.002948E+03,5.600003E+02,1.547364E-01,5.492224E-02,1.022312E+03,2.081729E+03,5.275201E-02,2.043879E-01,1.475770E+04,5.125712E+03,7.615691E-01,5.023032E-01
21:20:00,2.137919E+03,7.447893E+02,1.103331E-01,7.297698E-02,7.455584E+03,1.212262E+03,3.846797E-01,1.187968E-01,3.002954E+03,5.454626E+02,1.547367E-01,5.349573E-02,1.022327E+03,2.062744E+03,5.275277E-02,2.025234E-01,1.475779E+04,5.041821E+03,7.615735E-01,4.940823E-01
21:30:00,2.137945E+03,7.363778E+02,1.103344E-01,7.215277E-02,7.455613E+03,1.175313E+03,3.846812E-01,1.151760E-01,3.002960E+03,5.307541E+02,1.547370E-01,5.205247E-02,1.022340E+03,2.043757E+03,5.275346E-02,2.006587E-01,1.475786E+04,4.959821E+03,7.615772E-01,4.860466E-01
21:40:00,2.137967E+03,7.277318E+02,1.103355E-01,7.130559E-02,7.455640E+03,1.139269E+03,3.846826E-01,1.116438E-01,3.002966E+03,5.158768E+02,1.547373E-01,5.059267E-02,1.022352E+03,2.024763E+03,5.275408E-02,1.987932E-01,1.475793E+04,4.879697E+03,7.615804E-01,4.781947E-01
21:50:00,2.137988E+03,7.188644E+02,1.103365E-01,7.043671E-02,7.455665E+03,1.103887E+03,3.846839E-01,1.081764E-01,3.002971E+03,5.008341E+02,1.547376E-01,4.911667E-02,1.022363E+03,2.005757E+03,5.275463E-02,1.969266E-01,1.475798E+04,4.801062E+03,7.615831E-01,4.704888E-01
22:00:00,2.138006E+03,7.097887E+02,1.103374E-01,6.954742E-02,7.455688E+03,1.068974E+03,3.846850E-01,1.047550E-01,3.002975E+03,4.856310E+02,1.547378E-01,4.762496E-02,1.022373E+03,1.986735E+03,5.275514E-02,1.950583E-01,1.475803E+04,4.723388E+03,7.615855E-01,4.628769E-01
22:10:00,2.138022E+03,5.877194E+02,1.103382E-01,5.758665E-02,7.455708E+03,8.764429E+02,3.846861E-01,8.588772E-02,3.002979E+03,3.983672E+02,1.547380E-01,3.906683E-02,1.022382E+03,1.765341E+03,5.275559E-02,1.709304E-01,1.475807E+04,3.903865E+03,7.615876E-01,3.825663E-01
22:20:00,2.138037E+03,4.671128E+02,1.103390E-01,4.576922E-02,7.455727E+03,6.896405E+02,3.846871E-01,6.758184E-02,3.002983E+03,3.135979E+02,1.547382E-01,3.075347E-02,1.022389E+03,1.574410E+03,5.275600E-02,1.491822E-01,1.475811E+04,3.097600E+03,7.615894E-01,3.035549E-01
22:30:00,2.138050E+03,3.480051E+02,1.103396E-01,3.409866E-02,7.455745E+03,5.085096E+02,3.846880E-01,4.983173E-02,3.002987E+03,2.313506E+02,1.547384E-01,2.268757E-02,1.022397E+03,1.398249E+03,5.275637E-02,1.285993E-01,1.475814E+04,2.304299E+03,7.615911E-01,2.258140E-01
22:40:00,2.138062E+03,2.304299E+02,1.103402E-01,2.257825E-02,7.455761E+03,3.331777E+02,3.846888E-01,3.264993E-02,3.002990E+03,1.516519E+02,1.547386E-01,1.487173E-02,1.022403E+03,1.226629E+03,5.275671E-02,1.084329E-01,1.475817E+04,1.523542E+03,7.615925E-01,1.493023E-01
22:50:00,2.138072E+03,1.144185E+02,1.103408E-01,1.121109E-02,7.455776E+03,1.636793E+02,3.846896E-01,1.603983E-02,3.002993E+03,7.452703E+01,1.547387E-01,7.308420E-03,1.022409E+03,1.059777E+03,5.275701E-02,8.870118E-02,1.475819E+04,7.553639E+02,7.615938E-01,7.402322E-02
23:00:00,2.138082E+03,0.000000E+00,1.103412E-01,0.000000E+00,7.455790E+03,0.000000E+00,3.846903E-01,0.000000E+00,3.002996E+03,0.000000E+00,1.547389E-01,0.000000E+00,1.022414E+03,8.967100E+02,5.275729E-02,6.932759E-02,1.475821E+04,2.037901E+02,7.615950E-01,1.587827E-02
23:10:00,2.138091E+03,0.000000E+00,1.103417E-01,0.000000E+00,7.455802E+03,0.000000E+00,3.846909E-01,0.000000E+00,3.002998E+03,0.000000E+00,1.547390E-01,0.000000E+00,1.022419E+03,9.397088E+02,5.275754E-02,7.256507E-02,1.475824E+04,3.704460E+02,7.615961E-01,2.873566E-02
23:20:00,2.138099E+03,0.000000E+00,1.103421E-01,0.000000E+00,7.455814E+03,0.000000E+00,3.846916E-01,0.000000E+00,3.003000E+03,0.000000E+00,1.547391E-01,0.000000E+00,1.022424E+03,9.556576E+02,5.275777E-02,7.375419E-02,1.475825E+04,5.211503E+02,7.615971E-01,4.036271E-02
23:30:00,2.138106E+03,0.000000E+00,1.103424E-01,0.000000E+00,7.455825E+03,0.000000E+00,3.846921E-01,0.000000E+00,3.003003E+03,0.000000E+00,1.547392E-01,0.000000E+00,1.022428E+03,9.602773E+02,5.275798E-02,7.411056E-02,1.475827E+04,6.950256E+02,7.615980E-01,5.377740E-02
23:40:00,2.138112E+03,0.000000E+00,1.103428E-01,0.000000E+00,7.455835E+03,0.000000E+00,3.846926E-01,0.000000E+00,3.003004E+03,0.000000E+00,1.547393E-01,0.000000E+00,1.022432E+03,9.636908E+02,5.275817E-02,7.437452E-02,1.475829E+04,8.662641E+02,7.615988E-01,6.698878E-02
23:50:00,2.138118E+03,0.000000E+00,1.103430E-01,0.000000E+00,7.455845E+03,0.000000E+00,3.846931E-01,0.000000E+00,3.003006E+03,0.000000E+00,1.547394E-01,0.000000E+00,1.022435E+03,9.656044E+02,5.275835E-02,7.452275E-02,1.475830E+04,1.033609E+03,7.615996E-01,7.989975E-02
24:00:00,2.138123E+03,0.000000E+00,1.103433E-01,0.000000E+00,7.455854E+03,0.000000E+00,3.846936E-01,0.000000E+00,3.003008E+03,0.000000E+00,1.547395E-01,0.000000E+00,1.022438E+03,9.669323E+02,5.275851E-02,7.462666E-02,1.475832E+04,9.921503E+02,7.616003E-01,7.654570E-02
Peak,2.138182E+03,1.337252E+03,1.103463E-01,1.193691E-01,7.455988E+03,3.458162E+03,3.847005E-01,3.388954E-01,3.003030E+03,1.004084E+03,1.547407E-01,9.851048E-02,1.022473E+03,2.664916E+03,5.276030E-02,2.616846E-01,1.475850E+04,8.762800E+03,7.616098E-01,8.587466E-01

Peak Vol Flow (m3/s),,,9.309581E-02,1.007081E-01,,,3.245601E-01,2.859157E-01,,,1.305500E-01,8.311028E-02,,,4.451225E-02,2.207753E-01,,,6.425469E-01,7.244982E-01
